NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N),Ruido (dBA)
,,,79.0,15.0,59.0,,57.0,1024.0,124.0,1.0,,,,33.0,
,,,82.0,16.0,57.0,,58.0,1025.0,184.0,2.0,,,,32.0,
,,,81.0,16.0,59.0,,60.0,1025.0,209.0,2.0,,,,43.0,
,,,81.0,17.0,58.0,,64.0,1026.0,522.0,2.0,,,,37.0,
,,,84.0,17.0,56.0,,55.0,1025.0,481.0,2.0,,,,40.0,
,,,84.0,17.0,53.0,,62.0,1025.0,590.0,2.0,,,,52.0,
,,,84.0,18.0,49.0,,67.0,1025.0,841.0,2.0,,,,57.0,
,,,86.0,18.0,50.0,,68.0,1025.0,545.0,2.0,,,,41.0,
,,,85.0,18.0,50.0,,72.0,1024.0,236.0,2.0,,,,29.0,
,,,84.0,17.0,51.0,,68.0,1024.0,114.0,2.0,,,,34.0,
,,,81.0,16.0,57.0,,67.0,1025.0,58.0,2.0,,,,23.0,
,,,76.0,16.0,61.0,,50.0,1024.0,26.0,1.0,,,,23.0,
,,,73.0,15.0,65.0,,44.0,1025.0,2.0,1.0,,,,21.0,
,,,74.0,15.0,65.0,,51.0,1026.0,3.0,1.0,,,,13.0,
,,,75.0,15.0,64.0,,49.0,1026.0,2.0,1.0,,,,10.0,
,,,75.0,15.0,64.0,,42.0,1026.0,2.0,1.0,,,,13.0,
,,,73.0,14.0,65.0,,67.0,1026.0,2.0,1.0,,,,15.0,
,,,70.0,14.0,68.0,,339.0,1025.0,2.0,1.0,,,,13.0,
,,,58.0,13.0,73.0,,344.0,1025.0,3.0,1.0,,,,11.0,
,,,60.0,13.0,73.0,,344.0,1024.0,3.0,2.0,,,,12.0,
,,,65.0,13.0,72.0,,318.0,1024.0,3.0,2.0,,,,11.0,
,,,64.0,13.0,72.0,,321.0,1023.0,3.0,2.0,,,,12.0,
,,,63.0,13.0,71.0,,284.0,1023.0,14.0,1.0,,,,13.0,
,,,64.0,13.0,69.0,,299.0,1024.0,77.0,2.0,,,,21.0,
,,,69.0,15.0,64.0,,162.0,1024.0,229.0,1.0,,,,29.0,
,,,75.0,17.0,59.0,,61.0,1024.0,459.0,1.0,,,,28.0,
,,,80.0,17.0,57.0,,52.0,1024.0,500.0,1.0,,,,20.0,
,,,84.0,18.0,54.0,,60.0,1024.0,806.0,2.0,,,,24.0,
,,,81.0,18.0,57.0,,68.0,1023.0,470.0,2.0,,,,22.0,
,,,78.0,18.0,57.0,,62.0,1022.0,663.0,1.0,,,,22.0,
,,,78.0,19.0,54.0,,70.0,1022.0,811.0,2.0,,,,24.0,
,,,78.0,19.0,56.0,,73.0,1021.0,621.0,2.0,,,,21.0,
,,,77.0,18.0,60.0,,78.0,1020.0,283.0,2.0,,,,23.0,
,,,74.0,18.0,63.0,,68.0,1019.0,158.0,1.0,,,,22.0,
,,,74.0,17.0,66.0,,81.0,1019.0,87.0,1.0,,,,21.0,
,,,72.0,16.0,71.0,,62.0,1019.0,21.0,1.0,,,,18.0,
,,,64.0,15.0,75.0,,44.0,1019.0,1.0,1.0,,,,17.0,
,,,49.0,15.0,78.0,,341.0,1020.0,1.0,1.0,,,,16.0,
,,,49.0,14.0,81.0,,329.0,1020.0,1.0,1.0,,,,16.0,
,,,47.0,13.0,82.0,,329.0,1020.0,2.0,1.0,,,,13.0,
,,,52.0,13.0,85.0,,319.0,1019.0,2.0,1.0,,,,15.0,
,,,53.0,13.0,87.0,,317.0,1019.0,2.0,1.0,,,,13.0,
,,,53.0,12.0,89.0,,303.0,1018.0,2.0,1.0,,,,13.0,
,,,52.0,12.0,90.0,,307.0,1018.0,2.0,1.0,,,,15.0,
,,,54.0,12.0,89.0,,305.0,1018.0,2.0,1.0,,,,13.0,
,,,49.0,12.0,89.0,,305.0,1017.0,2.0,1.0,,,,9.0,
,,,33.0,11.0,90.0,,328.0,1017.0,15.0,1.0,,,,10.0,
,,,32.0,12.0,91.0,,340.0,1018.0,98.0,1.0,,,,27.0,
,,,54.0,14.0,79.0,,337.0,1018.0,338.0,1.0,,,,23.0,
,,,70.0,17.0,67.0,,54.0,1018.0,569.0,1.0,,,,21.0,
,,,77.0,19.0,59.0,,76.0,1018.0,728.0,1.0,,,,14.0,
,,,79.0,20.0,55.0,,77.0,1018.0,879.0,1.0,,,,19.0,
,,,81.0,20.0,56.0,,90.0,1017.0,909.0,1.0,,,,23.0,
,,,85.0,21.0,51.0,,89.0,1017.0,918.0,1.0,,,,7.0,
,,,86.0,21.0,45.0,,91.0,1016.0,813.0,1.0,,,,9.0,
,,,90.0,21.0,45.0,,88.0,1016.0,707.0,1.0,,,,11.0,
,,,86.0,20.0,50.0,,86.0,1015.0,303.0,2.0,,,,29.0,
,,,84.0,19.0,56.0,,86.0,1015.0,128.0,2.0,,,,24.0,
,,,80.0,18.0,62.0,,79.0,1016.0,83.0,1.0,,,,20.0,
,,,80.0,17.0,65.0,,67.0,1016.0,22.0,1.0,,,,14.0,
,,,74.0,17.0,70.0,,57.0,1016.0,2.0,1.0,,,,26.0,
,,,65.0,16.0,74.0,,217.0,1017.0,2.0,1.0,,,,18.0,
,,,50.0,16.0,75.0,,305.0,1017.0,2.0,1.0,,,,20.0,
,,,51.0,15.0,76.0,,301.0,1017.0,2.0,1.0,,,,20.0,
,,,45.0,15.0,77.0,,254.0,1016.0,2.0,1.0,,,,15.0,
,,,42.0,14.0,78.0,,300.0,1016.0,2.0,1.0,,,,19.0,
,,,45.0,13.0,82.0,,301.0,1016.0,2.0,1.0,,,,20.0,
,,,60.0,14.0,84.0,,302.0,1016.0,2.0,1.0,,,,17.0,
,,,51.0,13.0,86.0,,309.0,1015.0,2.0,1.0,,,,17.0,
,,,40.0,12.0,87.0,,310.0,1015.0,2.0,1.0,,,,17.0,
,,,16.0,12.0,88.0,,252.0,1015.0,13.0,1.0,,,,24.0,
,,,15.0,13.0,86.0,,282.0,1016.0,92.0,1.0,,,,48.0,
,,,56.0,17.0,73.0,,271.0,1016.0,316.0,1.0,,,,32.0,
,,,70.0,19.0,62.0,,93.0,1016.0,529.0,1.0,,,,25.0,
,,,77.0,20.0,50.0,,96.0,1016.0,712.0,1.0,,,,28.0,
,,,84.0,21.0,49.0,,96.0,1011.0,841.0,1.0,,,,31.0,
,,,89.0,22.0,44.0,,96.0,1015.0,888.0,1.0,,,,12.0,
,,,89.0,22.0,45.0,,105.0,1015.0,889.0,1.0,,,,34.0,
,,,84.0,22.0,51.0,,88.0,1015.0,774.0,2.0,,,,41.0,
,,,76.0,22.0,56.0,,90.0,1014.0,651.0,2.0,,,,27.0,
,,,76.0,22.0,58.0,,106.0,1014.0,296.0,1.0,,,,47.0,
,,,73.0,22.0,62.0,,98.0,1013.0,114.0,1.0,,,,31.0,
,,,70.0,21.0,65.0,,95.0,1013.0,71.0,1.0,,,,36.0,
,,,65.0,19.0,76.0,,91.0,1014.0,16.0,1.0,,,,34.0,
,,,62.0,17.0,85.0,,89.0,1014.0,2.0,1.0,,,,26.0,
,,,57.0,17.0,90.0,,78.0,1014.0,2.0,1.0,,,,25.0,
,,,57.0,17.0,93.0,,117.0,1014.0,3.0,1.0,,,,23.0,
,,,57.0,17.0,94.0,,183.0,1014.0,2.0,1.0,,,,19.0,
,,,60.0,17.0,92.0,,187.0,1014.0,3.0,1.0,,,,17.0,
,,,50.0,17.0,91.0,,333.0,1014.0,2.0,1.0,,,,19.0,
,,,49.0,17.0,91.0,,297.0,1013.0,3.0,1.0,,,,13.0,
,,,43.0,16.0,89.0,,279.0,1012.0,3.0,1.0,,,,19.0,
,,,48.0,17.0,89.0,,191.0,1012.0,2.0,1.0,,,,24.0,
,,,34.0,16.0,91.0,,146.0,1012.0,3.0,1.0,,,,35.0,
,,,17.0,16.0,97.0,,154.0,1011.0,7.0,1.0,,,,29.0,
,,,22.0,16.0,99.0,,162.0,1011.0,32.0,1.0,,,,22.0,
,,,34.0,17.0,98.0,,136.0,1011.0,149.0,1.0,,,,27.0,
,,,52.0,17.0,89.0,,173.0,1012.0,367.0,1.0,,,,21.0,
,,,64.0,20.0,73.0,,171.0,1011.0,740.0,1.0,,,,23.0,
,,,72.0,21.0,61.0,,175.0,1009.0,843.0,3.0,,,,12.0,
,,,69.0,21.0,61.0,,177.0,1010.0,891.0,4.0,,,,27.0,
,,,74.0,22.0,53.0,,175.0,1010.0,903.0,3.0,,,,27.0,
,,,75.0,23.0,44.0,,184.0,1009.0,843.0,3.0,,,,7.0,
,,,89.0,23.0,29.0,,190.0,1008.0,686.0,4.0,,,,28.0,
,,,82.0,23.0,41.0,,180.0,1008.0,187.0,2.0,,,,68.0,
,,,81.0,23.0,42.0,,192.0,1007.0,147.0,2.0,,,,36.0,
,,,78.0,22.0,47.0,,183.0,1007.0,85.0,2.0,,,,45.0,
,,,72.0,21.0,46.0,,151.0,1006.0,16.0,1.0,,,,25.0,
,,,70.0,19.0,53.0,,163.0,1007.0,1.0,1.0,,,,46.0,
,,,64.0,19.0,60.0,,168.0,1007.0,1.0,2.0,,,,43.0,
,,,69.0,18.0,65.0,,204.0,1007.0,2.0,1.0,,,,31.0,
,,,66.0,19.0,66.0,,173.0,1007.0,2.0,1.0,,,,43.0,
,,,62.0,18.0,76.0,,195.0,1007.0,2.0,1.0,,,,49.0,
,,,49.0,17.0,77.0,,139.0,1006.0,2.0,1.0,,,,31.0,
,,,44.0,16.0,81.0,,213.0,1006.0,2.0,1.0,,,,41.0,
,,,35.0,16.0,83.0,,302.0,1005.0,2.0,1.0,,,,37.0,
,,,32.0,15.0,83.0,,306.0,1005.0,2.0,1.0,,,,30.0,
,,,28.0,16.0,82.0,,260.0,1005.0,2.0,1.0,,,,43.0,
,,,17.0,15.0,85.0,,269.0,1005.0,20.0,1.0,,,,43.0,
,,,25.0,16.0,81.0,,208.0,1006.0,94.0,1.0,,,,86.0,
,,,46.0,20.0,72.0,,175.0,1006.0,355.0,1.0,,,,67.0,
,,,52.0,22.0,59.0,,165.0,1006.0,566.0,1.0,,,,36.0,
,,,59.0,24.0,47.0,,155.0,1006.0,704.0,1.0,,,,40.0,
,,,60.0,25.0,45.0,,153.0,1006.0,653.0,1.0,,,,32.0,
,,,62.0,25.0,41.0,,158.0,1006.0,732.0,2.0,,,,45.0,
,,,63.0,25.0,44.0,,177.0,1006.0,959.0,3.0,,,,44.0,
,,,67.0,25.0,45.0,,174.0,1006.0,747.0,3.0,,,,51.0,
,,,67.0,24.0,46.0,,175.0,1006.0,727.0,3.0,,,,47.0,
,,,64.0,24.0,46.0,,173.0,1006.0,294.0,3.0,,,,54.0,
,,,66.0,24.0,48.0,,193.0,1006.0,182.0,3.0,,,,43.0,
,,,73.0,24.0,44.0,,195.0,1006.0,107.0,2.0,,,,42.0,
,,,65.0,23.0,51.0,,172.0,1006.0,32.0,1.0,,,,75.0,
,,,55.0,21.0,64.0,,122.0,1006.0,1.0,1.0,,,,67.0,
,,,46.0,20.0,79.0,,62.0,1007.0,1.0,1.0,,,,77.0,
,,,57.0,19.0,86.0,,72.0,1008.0,2.0,1.0,,,,51.0,
,,,61.0,18.0,91.0,,70.0,1009.0,3.0,1.0,,,,56.0,
,,,64.0,18.0,91.0,,63.0,1009.0,3.0,1.0,,,,45.0,
,,,60.0,18.0,90.0,,116.0,1008.0,2.0,1.0,,,,45.0,
,,,55.0,18.0,92.0,,147.0,1008.0,2.0,1.0,,,,41.0,
,,,57.0,18.0,92.0,,83.0,1008.0,2.0,1.0,,,,33.0,
,,,51.0,17.0,89.0,,321.0,1008.0,2.0,1.0,,,,4.0,
,,,40.0,16.0,86.0,,331.0,1007.0,2.0,1.0,,,,14.0,
,,,35.0,17.0,89.0,,338.0,1008.0,17.0,1.0,,,,32.0,
,,,33.0,17.0,88.0,,329.0,1008.0,63.0,1.0,,,,33.0,
,,,48.0,18.0,85.0,,340.0,1009.0,88.0,1.0,,,,40.0,
,,,44.0,16.0,94.0,,78.0,1010.0,51.0,1.0,,,,4.0,
,,,46.0,15.0,97.0,,78.0,1010.0,85.0,1.0,,,,7.0,
,,,45.0,16.0,95.0,,78.0,1011.0,131.0,1.0,,,,11.0,
,,,48.0,15.0,93.0,,66.0,1010.0,177.0,1.0,,,,2.0,
,,,50.0,15.0,89.0,,60.0,1012.0,72.0,1.0,,,,5.0,
,,,52.0,15.0,89.0,,69.0,1012.0,54.0,1.0,,,,8.0,
,,,47.0,14.0,98.0,,62.0,1012.0,75.0,1.0,,,,8.0,
,,,50.0,14.0,100.0,,66.0,1012.0,86.0,1.0,,,,8.0,
,,,51.0,14.0,100.0,,61.0,1012.0,60.0,1.0,,,,10.0,
,,,54.0,14.0,95.0,,64.0,1013.0,23.0,1.0,,,,10.0,
,,,52.0,14.0,94.0,,57.0,1013.0,11.0,1.0,,,,10.0,
,,,54.0,14.0,93.0,,61.0,1014.0,5.0,1.0,,,,10.0,
,,,53.0,14.0,92.0,,53.0,1015.0,5.0,1.0,,,,12.0,
,,,54.0,14.0,92.0,,47.0,1015.0,4.0,1.0,,,,13.0,
,,,54.0,14.0,95.0,,54.0,1015.0,3.0,1.0,,,,10.0,
,,,56.0,13.0,99.0,,55.0,1015.0,4.0,1.0,,,,10.0,
,,,56.0,14.0,93.0,,52.0,1015.0,4.0,1.0,,,,10.0,
,,,63.0,14.0,82.0,,61.0,1015.0,5.0,1.0,,,,10.0,
,,,65.0,14.0,76.0,,53.0,1014.0,5.0,1.0,,,,11.0,
,,,66.0,14.0,71.0,,50.0,1015.0,4.0,1.0,,,,10.0,
,,,63.0,14.0,73.0,,49.0,1014.0,4.0,1.0,,,,11.0,
,,,52.0,14.0,82.0,,95.0,1014.0,5.0,1.0,,,,12.0,
,,,46.0,13.0,83.0,,200.0,1014.0,24.0,1.0,,,,21.0,
,,,50.0,13.0,79.0,,121.0,1015.0,61.0,1.0,,,,44.0,
,,,47.0,13.0,82.0,,248.0,1015.0,41.0,1.0,,,,6.0,
,,,44.0,13.0,91.0,,153.0,1015.0,87.0,1.0,,,,8.0,
,,,40.0,13.0,91.0,,122.0,1016.0,58.0,1.0,,,,12.0,
,,,43.0,13.0,92.0,,98.0,1015.0,134.0,1.0,,,,11.0,
,,,54.0,14.0,88.0,,79.0,1015.0,80.0,1.0,,,,13.0,
,,,66.0,14.0,84.0,,82.0,1015.0,95.0,2.0,,,,15.0,
,,,66.0,14.0,83.0,,62.0,1015.0,80.0,1.0,,,,13.0,
,,,60.0,13.0,88.0,,51.0,1015.0,87.0,1.0,,,,14.0,
,,,60.0,14.0,84.0,,55.0,1015.0,71.0,1.0,,,,17.0,
,,,62.0,14.0,79.0,,53.0,1015.0,45.0,1.0,,,,19.0,
,,,58.0,14.0,80.0,,57.0,1015.0,11.0,1.0,,,,20.0,
,,,45.0,13.0,85.0,,172.0,1016.0,5.0,1.0,,,,21.0,
,,,41.0,13.0,90.0,,327.0,1016.0,3.0,1.0,,,,19.0,
,,,39.0,12.0,96.0,,305.0,1016.0,4.0,1.0,,,,14.0,
,,,44.0,12.0,98.0,,284.0,1016.0,5.0,1.0,,,,12.0,
,,,45.0,12.0,97.0,,330.0,1016.0,4.0,1.0,,,,14.0,
,,,41.0,12.0,95.0,,337.0,1015.0,5.0,1.0,,,,13.0,
,,,40.0,12.0,96.0,,330.0,1015.0,5.0,1.0,,,,14.0,
,,,41.0,12.0,94.0,,322.0,1015.0,5.0,1.0,,,,14.0,
,,,46.0,12.0,92.0,,325.0,1014.0,5.0,1.0,,,,14.0,
,,,43.0,12.0,91.0,,312.0,1014.0,5.0,1.0,,,,15.0,
,,,41.0,12.0,91.0,,336.0,1014.0,11.0,1.0,,,,17.0,
,,,42.0,13.0,89.0,,345.0,1014.0,42.0,1.0,,,,27.0,
,,,43.0,13.0,86.0,,343.0,1014.0,50.0,1.0,,,,21.0,
,,,45.0,14.0,88.0,,344.0,1015.0,99.0,1.0,,,,20.0,
,,,56.0,14.0,93.0,,67.0,1015.0,173.0,1.0,,,,17.0,
,,,61.0,14.0,96.0,,59.0,1015.0,100.0,1.0,,,,10.0,
,,,64.0,14.0,93.0,,70.0,1015.0,131.0,1.0,,,,12.0,
,,,65.0,15.0,88.0,,76.0,1014.0,180.0,1.0,,,,16.0,
,,,65.0,16.0,86.0,,64.0,1014.0,133.0,1.0,,,,17.0,
,,,64.0,16.0,84.0,,93.0,1014.0,104.0,1.0,,,,13.0,
,,,64.0,16.0,86.0,,88.0,1013.0,129.0,1.0,,,,16.0,
,,,62.0,16.0,85.0,,73.0,1013.0,43.0,1.0,,,,20.0,
,,,61.0,16.0,88.0,,85.0,1013.0,57.0,1.0,,,,26.0,
,,,58.0,16.0,88.0,,60.0,1013.0,13.0,1.0,,,,26.0,
,,,51.0,16.0,90.0,,95.0,1013.0,4.0,1.0,,,,24.0,
,,,49.0,16.0,92.0,,94.0,1014.0,3.0,1.0,,,,20.0,
,,,43.0,16.0,93.0,,258.0,1014.0,4.0,1.0,,,,24.0,
,,,44.0,15.0,93.0,,237.0,1014.0,4.0,1.0,,,,24.0,
,,,43.0,16.0,93.0,,273.0,1014.0,4.0,1.0,,,,24.0,
,,,40.0,16.0,93.0,,271.0,1014.0,4.0,1.0,,,,18.0,
,,,52.0,16.0,92.0,,217.0,1013.0,4.0,1.0,,,,16.0,
,,,47.0,15.0,92.0,,222.0,1013.0,3.0,1.0,,,,16.0,
,,,45.0,15.0,92.0,,231.0,1013.0,3.0,1.0,,,,15.0,
,,,34.0,15.0,94.0,,218.0,1013.0,3.0,1.0,,,,16.0,
,,,29.0,14.0,96.0,,197.0,1013.0,16.0,1.0,,,,15.0,
,,,28.0,15.0,96.0,,255.0,1013.0,118.0,1.0,,,,25.0,
,,,48.0,18.0,84.0,,233.0,1013.0,384.0,1.0,,,,14.0,
,,,52.0,19.0,76.0,,200.0,1013.0,616.0,2.0,,,,12.0,
,,,54.0,19.0,74.0,,180.0,1013.0,778.0,3.0,,,,13.0,
,,,58.0,20.0,70.0,,193.0,1012.0,910.0,4.0,,,,19.0,
,,,60.0,20.0,70.0,,201.0,1012.0,955.0,4.0,,,,23.0,
,,,64.0,21.0,67.0,,195.0,1011.0,958.0,4.0,,,,24.0,
,,,66.0,22.0,61.0,,205.0,1010.0,894.0,4.0,,,,24.0,
,,,71.0,22.0,57.0,,211.0,1010.0,768.0,4.0,,,,27.0,
,,,70.0,23.0,53.0,,211.0,1009.0,326.0,4.0,,,,26.0,
,,,70.0,22.0,54.0,,214.0,1008.0,147.0,3.0,,,,25.0,
,,,67.0,22.0,56.0,,217.0,1009.0,73.0,2.0,,,,28.0,
,,,64.0,21.0,58.0,,231.0,1009.0,31.0,2.0,,,,26.0,
,,,48.0,22.0,48.0,,298.0,1010.0,2.0,1.0,,,,18.0,
,,,56.0,22.0,43.0,,296.0,1012.0,1.0,1.0,,,,10.0,
,,,54.0,21.0,47.0,,277.0,1012.0,1.0,1.0,,,,10.0,
,,,49.0,20.0,53.0,,286.0,1013.0,1.0,1.0,,,,10.0,
,,,48.0,19.0,56.0,,272.0,1013.0,1.0,1.0,,,,10.0,
,,,44.0,18.0,60.0,,298.0,1014.0,1.0,1.0,,,,10.0,
,,,48.0,18.0,63.0,,311.0,1014.0,1.0,1.0,,,,7.0,
,,,41.0,16.0,68.0,,178.0,1014.0,2.0,1.0,,,,8.0,
,,,33.0,16.0,72.0,,181.0,1014.0,2.0,1.0,,,,9.0,
,,,23.0,15.0,75.0,,220.0,1015.0,2.0,1.0,,,,11.0,
,,,27.0,14.0,76.0,,260.0,1016.0,17.0,1.0,,,,13.0,
,,,52.0,16.0,61.0,,341.0,1017.0,117.0,1.0,,,,14.0,
,,,67.0,18.0,46.0,,294.0,1018.0,369.0,2.0,,,,13.0,
,,,74.0,19.0,40.0,,264.0,1019.0,478.0,2.0,,,,12.0,
,,,78.0,20.0,38.0,,291.0,1019.0,533.0,2.0,,,,11.0,
,,,80.0,21.0,37.0,,332.0,1019.0,783.0,2.0,,,,11.0,
,,,85.0,22.0,34.0,,161.0,1019.0,886.0,1.0,,,,11.0,
,,,90.0,23.0,33.0,,181.0,1018.0,682.0,1.0,,,,12.0,
,,,90.0,22.0,37.0,,164.0,1018.0,903.0,2.0,,,,17.0,
,,,88.0,21.0,44.0,,172.0,1018.0,738.0,3.0,,,,18.0,
,,,83.0,21.0,46.0,,165.0,1018.0,325.0,2.0,,,,18.0,
,,,79.0,20.0,53.0,,167.0,1019.0,129.0,2.0,,,,20.0,
,,,81.0,19.0,52.0,,177.0,1019.0,51.0,3.0,,,,15.0,
,,,74.0,19.0,57.0,,178.0,1019.0,21.0,2.0,,,,19.0,
,,,62.0,18.0,67.0,,114.0,1020.0,1.0,1.0,,,,22.0,
,,,52.0,17.0,75.0,,34.0,1021.0,2.0,1.0,,,,19.0,
,,,40.0,16.0,81.0,,282.0,1021.0,2.0,1.0,,,,21.0,
,,,30.0,15.0,84.0,,225.0,1021.0,2.0,1.0,,,,19.0,
,,,28.0,15.0,87.0,,312.0,1021.0,2.0,1.0,,,,18.0,
,,,24.0,14.0,90.0,,296.0,1021.0,2.0,1.0,,,,16.0,
,,,29.0,14.0,92.0,,291.0,1020.0,2.0,1.0,,,,14.0,
,,,23.0,13.0,93.0,,267.0,1020.0,2.0,1.0,,,,15.0,
,,,19.0,12.0,94.0,,310.0,1020.0,2.0,1.0,,,,15.0,
,,,15.0,12.0,96.0,,314.0,1020.0,2.0,1.0,,,,18.0,
,,,6.0,12.0,97.0,,319.0,1020.0,19.0,1.0,,,,25.0,
,,,25.0,14.0,96.0,,319.0,1020.0,117.0,1.0,,,,30.0,
,,,55.0,17.0,86.0,,250.0,1020.0,392.0,1.0,,,,26.0,
,,,61.0,19.0,74.0,,186.0,1020.0,596.0,1.0,,,,26.0,
,,,67.0,20.0,63.0,,143.0,1020.0,773.0,1.0,,,,19.0,
,,,75.0,21.0,53.0,,148.0,1020.0,903.0,1.0,,,,18.0,
,,,84.0,22.0,47.0,,155.0,1019.0,952.0,1.0,,,,20.0,
,,,80.0,22.0,45.0,,150.0,1019.0,968.0,1.0,,,,20.0,
,,,79.0,23.0,45.0,,151.0,1018.0,911.0,2.0,,,,17.0,
,,,77.0,23.0,46.0,,152.0,1018.0,784.0,2.0,,,,18.0,
,,,71.0,22.0,51.0,,156.0,1018.0,306.0,2.0,,,,19.0,
,,,70.0,21.0,56.0,,165.0,1017.0,116.0,2.0,,,,21.0,
,,,64.0,20.0,63.0,,170.0,1017.0,38.0,2.0,,,,22.0,
,,,61.0,19.0,69.0,,159.0,1017.0,18.0,1.0,,,,21.0,
,,,58.0,18.0,71.0,,121.0,1018.0,1.0,1.0,,,,23.0,
,,,52.0,17.0,78.0,,99.0,1018.0,1.0,1.0,,,,20.0,
,,,41.0,16.0,82.0,,295.0,1018.0,2.0,1.0,,,,20.0,
,,,33.0,15.0,85.0,,328.0,1019.0,1.0,1.0,,,,20.0,
,,,31.0,14.0,88.0,,314.0,1019.0,1.0,1.0,,,,17.0,
,,,33.0,14.0,90.0,,298.0,1018.0,2.0,1.0,,,,14.0,
,,,44.0,14.0,91.0,,301.0,1018.0,2.0,1.0,,,,12.0,
,,,40.0,14.0,91.0,,305.0,1017.0,1.0,1.0,,,,11.0,
,,,26.0,13.0,93.0,,302.0,1017.0,2.0,1.0,,,,15.0,
,,,29.0,12.0,92.0,,304.0,1017.0,2.0,1.0,,,,15.0,
,,,26.0,13.0,92.0,,307.0,1017.0,17.0,1.0,,,,18.0,
,,,24.0,14.0,86.0,,335.0,1017.0,116.0,1.0,,,,33.0,
,,,50.0,17.0,81.0,,44.0,1017.0,386.0,1.0,,,,29.0,
,,,59.0,19.0,66.0,,59.0,1017.0,594.0,1.0,,,,14.0,
,,,71.0,21.0,58.0,,69.0,1017.0,785.0,1.0,,,,17.0,
,,,80.0,22.0,49.0,,82.0,1017.0,916.0,1.0,,,,14.0,
,,,83.0,22.0,47.0,,83.0,1016.0,961.0,2.0,,,,15.0,
,,,87.0,22.0,41.0,,88.0,1016.0,978.0,2.0,,,,13.0,
,,,86.0,22.0,41.0,,85.0,1016.0,919.0,2.0,,,,12.0,
,,,83.0,22.0,41.0,,90.0,1015.0,795.0,2.0,,,,14.0,
,,,77.0,21.0,53.0,,90.0,1014.0,304.0,2.0,,,,21.0,
,,,69.0,20.0,61.0,,92.0,1014.0,146.0,2.0,,,,17.0,
,,,67.0,20.0,64.0,,87.0,1014.0,38.0,1.0,,,,17.0,
,,,68.0,19.0,62.0,,67.0,1014.0,17.0,1.0,,,,15.0,
,,,53.0,18.0,63.0,,58.0,1015.0,1.0,1.0,,,,18.0,
,,,45.0,17.0,68.0,,77.0,1015.0,1.0,1.0,,,,27.0,
,,,45.0,16.0,76.0,,319.0,1016.0,2.0,1.0,,,,24.0,
,,,27.0,16.0,73.0,,319.0,1016.0,2.0,1.0,,,,23.0,
,,,36.0,15.0,78.0,,312.0,1016.0,2.0,1.0,,,,17.0,
,,,45.0,16.0,85.0,,306.0,1015.0,3.0,1.0,,,,15.0,
,,,45.0,16.0,86.0,,316.0,1014.0,2.0,1.0,,,,14.0,
,,,30.0,14.0,86.0,,311.0,1014.0,2.0,1.0,,,,16.0,
,,,43.0,14.0,86.0,,304.0,1014.0,1.0,1.0,,,,14.0,
,,,20.0,13.0,90.0,,316.0,1013.0,2.0,1.0,,,,16.0,
,,,8.0,12.0,92.0,,72.0,1013.0,20.0,1.0,,,,28.0,
,,,10.0,15.0,87.0,,288.0,1013.0,113.0,1.0,,,,48.0,
,,,46.0,18.0,73.0,,181.0,1013.0,389.0,1.0,,,,42.0,
,,,57.0,20.0,69.0,,67.0,1013.0,594.0,1.0,,,,26.0,
,,,62.0,21.0,67.0,,79.0,1013.0,759.0,1.0,,,,27.0,
,,,65.0,21.0,65.0,,76.0,1013.0,883.0,1.0,,,,29.0,
,,,68.0,22.0,63.0,,86.0,1012.0,925.0,2.0,,,,24.0,
,,,66.0,22.0,62.0,,80.0,1011.0,820.0,2.0,,,,24.0,
,,,66.0,22.0,63.0,,80.0,1011.0,721.0,2.0,,,,24.0,
,,,68.0,22.0,59.0,,78.0,1011.0,502.0,1.0,,,,30.0,
,,,62.0,21.0,68.0,,91.0,1010.0,285.0,2.0,,,,25.0,
,,,57.0,21.0,74.0,,90.0,1010.0,211.0,1.0,,,,24.0,
,,,58.0,20.0,75.0,,78.0,1010.0,110.0,1.0,,,,24.0,
,,,54.0,19.0,81.0,,73.0,1010.0,40.0,1.0,,,,23.0,
,,,50.0,18.0,89.0,,50.0,1011.0,2.0,1.0,,,,25.0,
,,,42.0,18.0,92.0,,49.0,1011.0,2.0,1.0,,,,23.0,
,,,40.0,17.0,94.0,,174.0,1011.0,3.0,1.0,,,,23.0,
,,,41.0,18.0,93.0,,334.0,1012.0,3.0,1.0,,,,24.0,
,,,45.0,18.0,92.0,,342.0,1011.0,3.0,1.0,,,,21.0,
,,,46.0,18.0,92.0,,342.0,1011.0,2.0,1.0,,,,24.0,
,,,39.0,17.0,93.0,,233.0,1010.0,2.0,1.0,,,,20.0,
,,,42.0,17.0,94.0,,105.0,1009.0,3.0,1.0,,,,22.0,
,,,47.0,17.0,96.0,,253.0,1008.0,3.0,1.0,,,,27.0,
,,,48.0,17.0,94.0,,303.0,1008.0,3.0,1.0,,,,27.0,
,,,30.0,17.0,91.0,,307.0,1009.0,9.0,1.0,,,,33.0,
,,,32.0,18.0,86.0,,295.0,1009.0,78.0,1.0,,,,43.0,
,,,46.0,21.0,69.0,,176.0,1010.0,334.0,1.0,,,,42.0,
